gene	gene_name	gate_type_GM12878	gate_type_K562	functional_category	cosmic_census_flag
RBM7	RBM7	COMPLEX	SIMPLE_AND	unknown	no
RBMS2	RBMS2	SIMPLE_AND	INCONSISTENT	unknown	no
SLC46A1	SLC46A1	SIMPLE_AND	BIVALENT	metabolic	no
PAG1	PAG1	SIMPLE_AND	INCONSISTENT	unknown	no
GPATCH1	GPATCH1	SIMPLE_AND	INCONSISTENT	unknown	no
CAMSAP3	CAMSAP3	SIMPLE_OR	BIVALENT	unknown	no
RAP1GAP	RAP1GAP	REPRESSED	SIMPLE_AND	unknown	no
CTTNBP2	CTTNBP2	REPRESSED	BIVALENT	unknown	no
NFKB2	NFKB2	SIMPLE_AND	INCONSISTENT	transcription factor	yes
DNAJC10	DNAJC10	COMPLEX	SIMPLE_AND	unknown	no
IL4R	IL4R	BIVALENT	INCONSISTENT	unknown	no
SLC25A43	SLC25A43	SIMPLE_AND	INCONSISTENT	metabolic	no
PIAS2	PIAS2	SIMPLE_AND	INCONSISTENT	unknown	no
MCCC1	MCCC1	SIMPLE_OR	BIVALENT	unknown	no
LAMP3	LAMP3	SIMPLE_AND	INCONSISTENT	unknown	no
ACER3	ACER3	SIMPLE_AND	INCONSISTENT	unknown	no
N4BP2	N4BP2	SIMPLE_AND	INCONSISTENT	unknown	yes
TULP3	TULP3	SIMPLE_AND	INCONSISTENT	unknown	no
SYNJ2	SYNJ2	BIVALENT	SIMPLE_AND	unknown	no
PMS2P1	PMS2P1	SIMPLE_AND	INCONSISTENT	unknown	no
EDN1	EDN1	SIMPLE_AND	REPRESSED	unknown	no
ZCWPW1	ZCWPW1	SIMPLE_AND	INCONSISTENT	unknown	no
CBFA2T2	CBFA2T2	SIMPLE_AND	INCONSISTENT	unknown	no
TP53INP2	TP53INP2	SIMPLE_AND	INCONSISTENT	unknown	no
SDF4	SDF4	SIMPLE_AND	COMPLEX	unknown	no
TP73	TP73	SIMPLE_AND	BIVALENT	transcription factor	no
FKBP7	FKBP7	SIMPLE_AND	INCONSISTENT	unknown	no
OSBPL6	OSBPL6	BIVALENT	SIMPLE_AND	unknown	no
SAR1A	SAR1A	SIMPLE_AND	COMPLEX	unknown	no
RAPGEF3	RAPGEF3	BIVALENT	INCONSISTENT	unknown	no
DUSP13	DUSP13	INCONSISTENT	SIMPLE_AND	unknown	no
CARMIL1	CARMIL1	SIMPLE_AND	INCONSISTENT	unknown	no
PGM1	PGM1	SIMPLE_AND	BIVALENT	unknown	no
DDX1	DDX1	COMPLEX	SIMPLE_AND	unknown	no
MOXD1	MOXD1	SIMPLE_AND	INCONSISTENT	unknown	no
STX7	STX7	SIMPLE_AND	INCONSISTENT	unknown	no
RABL2B	RABL2B	SIMPLE_OR	INCONSISTENT	unknown	no
CRYBG3	CRYBG3	SIMPLE_AND	BIVALENT	unknown	no
RFX3	RFX3	SIMPLE_AND	INCONSISTENT	unknown	no
RAB21	RAB21	COMPLEX	SIMPLE_AND	unknown	no
SESN1	SESN1	SIMPLE_AND	INCONSISTENT	unknown	no
MOK	MOK	SIMPLE_OR	INCONSISTENT	unknown	no
RBL1	RBL1	COMPLEX	SIMPLE_AND	unknown	no
AP4E1	AP4E1	SIMPLE_AND	INCONSISTENT	unknown	no
MAGI3	MAGI3	BIVALENT	INCONSISTENT	unknown	no
CXCL2	CXCL2	REPRESSED	INCONSISTENT	unknown	no
TCF7	TCF7	BIVALENT	SIMPLE_AND	transcription factor	no
EXD2	EXD2	SIMPLE_AND	INCONSISTENT	unknown	no
ARG2	ARG2	SIMPLE_OR	SIMPLE_AND	metabolic	no
PTPRC	PTPRC	SIMPLE_AND	INCONSISTENT	unknown	yes
CDC14B	CDC14B	BIVALENT	INCONSISTENT	kinase/signaling	no
ZNF510	ZNF510	SIMPLE_AND	INCONSISTENT	transcription factor	no
AACS	AACS	SIMPLE_AND	INCONSISTENT	unknown	no
ATP8B1	ATP8B1	BIVALENT	INCONSISTENT	unknown	no
WDR70	WDR70	SIMPLE_OR	SIMPLE_AND	unknown	no
PGR	PGR	REPRESSED	INCONSISTENT	unknown	no
CCNT2	CCNT2	COMPLEX	SIMPLE_AND	unknown	no
COL19A1	COL19A1	SIMPLE_AND	INCONSISTENT	structural/other	no
COBLL1	COBLL1	BIVALENT	INCONSISTENT	unknown	no
TRAF5	TRAF5	SIMPLE_AND	INCONSISTENT	unknown	no
SEMA5B	SEMA5B	REPRESSED	INCONSISTENT	unknown	no
ERC1	ERC1	BIVALENT	INCONSISTENT	unknown	yes
DOP1A	DOP1A	COMPLEX	INCONSISTENT	unknown	no
LYRM2	LYRM2	SIMPLE_AND	INCONSISTENT	unknown	no
BCKDHB	BCKDHB	COMPLEX	INCONSISTENT	unknown	no
P2RX5	P2RX5	COMPLEX	INCONSISTENT	unknown	no
PIBF1	PIBF1	SIMPLE_AND	INCONSISTENT	unknown	no
TDRD3	TDRD3	SIMPLE_AND	INCONSISTENT	unknown	no
NUFIP1	NUFIP1	SIMPLE_AND	INCONSISTENT	unknown	no
RRAGB	RRAGB	SIMPLE_AND	INCONSISTENT	unknown	no
CYLD	CYLD	SIMPLE_AND	INCONSISTENT	unknown	yes
ZNF671	ZNF671	SIMPLE_AND	INCONSISTENT	transcription factor	no
ZNF416	ZNF416	COMPLEX	INCONSISTENT	transcription factor	no
ZNF446	ZNF446	SIMPLE_AND	INCONSISTENT	transcription factor	no
CHMP2B	CHMP2B	SIMPLE_AND	INCONSISTENT	unknown	no
NOA1	NOA1	COMPLEX	SIMPLE_AND	unknown	no
REST	REST	SIMPLE_AND	BIVALENT	unknown	no
SSH1	SSH1	SIMPLE_AND	INCONSISTENT	unknown	no
FAM234B	FAM234B	BIVALENT	INCONSISTENT	unknown	no
NKAIN1	NKAIN1	REPRESSED	BIVALENT	unknown	no
KIF3C	KIF3C	SIMPLE_OR	INCONSISTENT	unknown	no
GCKR	GCKR	REPRESSED	INCONSISTENT	unknown	no
HADHA	HADHA	COMPLEX	SIMPLE_AND	unknown	no
MAPRE3	MAPRE3	SIMPLE_OR	SIMPLE_AND	unknown	no
CD82	CD82	SIMPLE_AND	INCONSISTENT	unknown	no
BCORL1	BCORL1	SIMPLE_OR	INCONSISTENT	unknown	yes
MECOM	MECOM	REPRESSED	BIVALENT	chromatin regulator	yes
HACE1	HACE1	SIMPLE_AND	INCONSISTENT	unknown	no
WDR47	WDR47	SIMPLE_AND	INCONSISTENT	unknown	no
SLC25A24	SLC25A24	BIVALENT	SIMPLE_AND	metabolic	no
IGSF9	IGSF9	REPRESSED	INCONSISTENT	unknown	no
ZNF213	ZNF213	SIMPLE_AND	INCONSISTENT	transcription factor	no
CTTN	CTTN	SIMPLE_OR	SIMPLE_AND	unknown	no
TTC39A	TTC39A	REPRESSED	INCONSISTENT	unknown	no
USP40	USP40	SIMPLE_AND	INCONSISTENT	unknown	no
CHMP5	CHMP5	COMPLEX	SIMPLE_AND	unknown	no
AQP6	AQP6	REPRESSED	INCONSISTENT	unknown	no
EPDR1	EPDR1	SIMPLE_AND	INCONSISTENT	unknown	no
SNX10	SNX10	SIMPLE_AND	INCONSISTENT	unknown	no
HBQ1	HBQ1	REPRESSED	INCONSISTENT	unknown	no
ITPKC	ITPKC	SIMPLE_AND	INCONSISTENT	unknown	no
ERO1B	ERO1B	SIMPLE_AND	INCONSISTENT	unknown	no
PPEF1	PPEF1	SIMPLE_AND	INCONSISTENT	unknown	no
ACOX3	ACOX3	SIMPLE_AND	INCONSISTENT	unknown	no
HSD17B14	HSD17B14	SIMPLE_AND	INCONSISTENT	unknown	no
ACHE	ACHE	BIVALENT	INCONSISTENT	unknown	no
LPCAT2	LPCAT2	REPRESSED	INCONSISTENT	unknown	no
GNAO1	GNAO1	REPRESSED	BIVALENT	unknown	no
SH3BP2	SH3BP2	SIMPLE_OR	INCONSISTENT	unknown	no
ADD1	ADD1	COMPLEX	SIMPLE_AND	unknown	no
L2HGDH	L2HGDH	SIMPLE_AND	INCONSISTENT	unknown	no
TXNDC16	TXNDC16	SIMPLE_AND	INCONSISTENT	unknown	no
NID2	NID2	REPRESSED	BIVALENT	unknown	no
DNM1L	DNM1L	COMPLEX	SIMPLE_AND	unknown	no
TFAP2C	TFAP2C	REPRESSED	INCONSISTENT	transcription factor	no
CASS4	CASS4	INCONSISTENT	SIMPLE_AND	unknown	no
PIR	PIR	SIMPLE_AND	INCONSISTENT	unknown	no
ALG6	ALG6	SIMPLE_AND	INCONSISTENT	unknown	no
GNA11	GNA11	SIMPLE_OR	SIMPLE_AND	unknown	yes
ASAP3	ASAP3	BIVALENT	SIMPLE_AND	unknown	no
EDEM2	EDEM2	SIMPLE_AND	INCONSISTENT	unknown	no
DNMT3B	DNMT3B	BIVALENT	SIMPLE_AND	chromatin regulator	no
PDRG1	PDRG1	SIMPLE_AND	INCONSISTENT	unknown	no
EPB41L1	EPB41L1	BIVALENT	INCONSISTENT	unknown	no
DOCK3	DOCK3	REPRESSED	INCONSISTENT	unknown	no
C3orf18	C3orf18	SIMPLE_AND	INCONSISTENT	unknown	no
KIF9	KIF9	SIMPLE_AND	INCONSISTENT	unknown	no
PPP1R13B	PPP1R13B	SIMPLE_AND	BIVALENT	unknown	no
SLC4A11	SLC4A11	BIVALENT	INCONSISTENT	metabolic	no
DNAAF9	DNAAF9	SIMPLE_OR	INCONSISTENT	unknown	no
ZNF343	ZNF343	BIVALENT	INCONSISTENT	transcription factor	no
EBF4	EBF4	REPRESSED	BIVALENT	unknown	no
CPXM1	CPXM1	BIVALENT	INCONSISTENT	unknown	no
LZTS3	LZTS3	BIVALENT	INCONSISTENT	unknown	no
KIZ	KIZ	SIMPLE_AND	INCONSISTENT	unknown	no
TESC	TESC	BIVALENT	INCONSISTENT	unknown	no
ESF1	ESF1	SIMPLE_AND	INCONSISTENT	unknown	no
RBBP9	RBBP9	SIMPLE_AND	INCONSISTENT	unknown	no
DZANK1	DZANK1	SIMPLE_AND	INCONSISTENT	unknown	no
TASP1	TASP1	SIMPLE_OR	INCONSISTENT	unknown	no
PXN	PXN	BIVALENT	SIMPLE_AND	unknown	no
KIF16B	KIF16B	SIMPLE_AND	INCONSISTENT	unknown	no
TRMT6	TRMT6	SIMPLE_AND	INCONSISTENT	unknown	no
CHGB	CHGB	REPRESSED	INCONSISTENT	unknown	no
FXYD5	FXYD5	BIVALENT	SIMPLE_AND	unknown	no
GMIP	GMIP	SIMPLE_AND	INCONSISTENT	unknown	no
RBM41	RBM41	SIMPLE_AND	INCONSISTENT	unknown	no
OTUB2	OTUB2	SIMPLE_OR	INCONSISTENT	unknown	no
ZBTB25	ZBTB25	SIMPLE_AND	INCONSISTENT	transcription factor	no
ANKRD24	ANKRD24	SIMPLE_AND	INCONSISTENT	unknown	no
PCBP4	PCBP4	SIMPLE_AND	INCONSISTENT	unknown	no
THPO	THPO	REPRESSED	BIVALENT	unknown	no
CHRD	CHRD	REPRESSED	BIVALENT	unknown	no
FLT3LG	FLT3LG	SIMPLE_AND	INCONSISTENT	unknown	no
RAB11FIP3	RAB11FIP3	SIMPLE_OR	INCONSISTENT	unknown	no
CERS4	CERS4	SIMPLE_OR	INCONSISTENT	unknown	no
MCOLN1	MCOLN1	SIMPLE_OR	SIMPLE_AND	unknown	no
DLL3	DLL3	BIVALENT	INCONSISTENT	unknown	no
PITPNM2	PITPNM2	BIVALENT	INCONSISTENT	unknown	no
NRCAM	NRCAM	BIVALENT	INCONSISTENT	unknown	no
LAMB1	LAMB1	REPRESSED	SIMPLE_AND	structural/other	no
SLC26A4	SLC26A4	BIVALENT	INCONSISTENT	metabolic	no
WDR7	WDR7	SIMPLE_AND	INCONSISTENT	unknown	no
ITGA6	ITGA6	REPRESSED	BIVALENT	structural/other	no
SEL1L3	SEL1L3	BIVALENT	SIMPLE_AND	unknown	no
PITPNM3	PITPNM3	REPRESSED	INCONSISTENT	unknown	no
SPAG7	SPAG7	SIMPLE_AND	INCONSISTENT	unknown	no
ZFHX4	ZFHX4	BIVALENT	INCONSISTENT	unknown	no
PPP2R3C	PPP2R3C	SIMPLE_AND	INCONSISTENT	unknown	no
SLC22A17	SLC22A17	REPRESSED	BIVALENT	metabolic	no
HNRNPC	HNRNPC	COMPLEX	SIMPLE_AND	unknown	no
TINF2	TINF2	SIMPLE_AND	INCONSISTENT	unknown	no
TYRO3	TYRO3	BIVALENT	SIMPLE_AND	kinase/signaling	no
TBX15	TBX15	REPRESSED	COMPLEX	transcription factor	no
PHGDH	PHGDH	INCONSISTENT	BIVALENT	unknown	no
COL9A3	COL9A3	REPRESSED	INCONSISTENT	structural/other	no
RFFL	RFFL	COMPLEX	SIMPLE_AND	unknown	no
MFSD11	MFSD11	COMPLEX	SIMPLE_AND	unknown	no
TGFB2	TGFB2	BIVALENT	INCONSISTENT	unknown	no
GPATCH2	GPATCH2	SIMPLE_AND	INCONSISTENT	unknown	no
UPRT	UPRT	SIMPLE_AND	INCONSISTENT	unknown	no
EPB41L4B	EPB41L4B	REPRESSED	INCONSISTENT	unknown	no
PTGS1	PTGS1	SIMPLE_AND	INCONSISTENT	unknown	no
SH2D3C	SH2D3C	SIMPLE_AND	INCONSISTENT	unknown	no
TBC1D2	TBC1D2	SIMPLE_AND	INCONSISTENT	unknown	no
WHRN	WHRN	BIVALENT	INCONSISTENT	unknown	no
SEMA4G	SEMA4G	SIMPLE_OR	INCONSISTENT	unknown	no
IKZF5	IKZF5	SIMPLE_AND	INCONSISTENT	transcription factor	no
BLNK	BLNK	SIMPLE_AND	REPRESSED	unknown	no
TLL2	TLL2	BIVALENT	INCONSISTENT	unknown	no
CYP26A1	CYP26A1	REPRESSED	INCONSISTENT	metabolic	no
SORBS1	SORBS1	SIMPLE_OR	INCONSISTENT	unknown	no
BAMBI	BAMBI	BIVALENT	INCONSISTENT	unknown	no
IL11	IL11	REPRESSED	BIVALENT	unknown	no
BRPF3	BRPF3	SIMPLE_AND	INCONSISTENT	unknown	no
TMEM14A	TMEM14A	SIMPLE_AND	INCONSISTENT	unknown	no
EFHC1	EFHC1	SIMPLE_AND	INCONSISTENT	unknown	no
NCR2	NCR2	INCONSISTENT	REPRESSED	unknown	no
ZNF184	ZNF184	SIMPLE_AND	INCONSISTENT	transcription factor	no
SIRT1	SIRT1	SIMPLE_AND	INCONSISTENT	chromatin regulator	no
IFT74	IFT74	SIMPLE_AND	INCONSISTENT	unknown	no
IL12RB1	IL12RB1	SIMPLE_AND	INCONSISTENT	unknown	no
NRP1	NRP1	BIVALENT	INCONSISTENT	unknown	no
PRTFDC1	PRTFDC1	SIMPLE_OR	INCONSISTENT	unknown	no
TSPAN15	TSPAN15	SIMPLE_OR	INCONSISTENT	unknown	no
MAST3	MAST3	SIMPLE_AND	INCONSISTENT	unknown	no
MZF1	MZF1	SIMPLE_AND	INCONSISTENT	unknown	no
CATSPERG	CATSPERG	SIMPLE_AND	INCONSISTENT	unknown	no
BCL7C	BCL7C	SIMPLE_AND	INCONSISTENT	unknown	no
CBARP	CBARP	BIVALENT	INCONSISTENT	unknown	no
MARCHF2	MARCHF2	SIMPLE_AND	INCONSISTENT	unknown	no
CEP170B	CEP170B	BIVALENT	INCONSISTENT	unknown	no
HCN2	HCN2	REPRESSED	INCONSISTENT	unknown	no
IZUMO4	IZUMO4	SIMPLE_AND	INCONSISTENT	unknown	no
GADD45B	GADD45B	SIMPLE_AND	INCONSISTENT	unknown	no
MADCAM1	MADCAM1	INCONSISTENT	COMPLEX	unknown	no
ARVCF	ARVCF	BIVALENT	SIMPLE_AND	unknown	no
ZDHHC8	ZDHHC8	SIMPLE_AND	SIMPLE_OR	unknown	no
DERL3	DERL3	SIMPLE_AND	INCONSISTENT	unknown	no
TBC1D10A	TBC1D10A	SIMPLE_AND	INCONSISTENT	unknown	no
RNF215	RNF215	SIMPLE_AND	INCONSISTENT	unknown	no
YPEL1	YPEL1	SIMPLE_AND	BIVALENT	unknown	no
MAPK1	MAPK1	COMPLEX	SIMPLE_AND	kinase/signaling	yes
GGT1	GGT1	SIMPLE_OR	INCONSISTENT	unknown	no
PPM1F	PPM1F	SIMPLE_AND	COMPLEX	unknown	no
SLC35E4	SLC35E4	SIMPLE_AND	INCONSISTENT	unknown	no
CARD10	CARD10	BIVALENT	INCONSISTENT	unknown	no
LRP5L	LRP5L	SIMPLE_AND	INCONSISTENT	unknown	no
GRK3	GRK3	SIMPLE_AND	INCONSISTENT	unknown	no
SH3BP1	SH3BP1	SIMPLE_AND	SIMPLE_OR	unknown	no
PIK3IP1	PIK3IP1	SIMPLE_AND	INCONSISTENT	unknown	no
PATZ1	PATZ1	SIMPLE_AND	INCONSISTENT	unknown	yes
GCAT	GCAT	BIVALENT	SIMPLE_AND	unknown	no
ANKRD54	ANKRD54	SIMPLE_AND	INCONSISTENT	unknown	no
DEPDC5	DEPDC5	SIMPLE_AND	INCONSISTENT	unknown	no
PICK1	PICK1	SIMPLE_AND	INCONSISTENT	unknown	no
TTC28	TTC28	BIVALENT	INCONSISTENT	unknown	no
DMC1	DMC1	SIMPLE_AND	INCONSISTENT	unknown	no
TCF20	TCF20	REPRESSED	SIMPLE_OR	unknown	no
HSCB	HSCB	SIMPLE_AND	INCONSISTENT	unknown	no
CBY1	CBY1	SIMPLE_AND	INCONSISTENT	unknown	no
RSPH14	RSPH14	INCONSISTENT	REPRESSED	unknown	no
RAB36	RAB36	INCONSISTENT	REPRESSED	unknown	no
TIMP3	TIMP3	REPRESSED	INCONSISTENT	unknown	no
SUN2	SUN2	SIMPLE_OR	SIMPLE_AND	unknown	no
CYB5R3	CYB5R3	COMPLEX	SIMPLE_OR	unknown	no
DNAL4	DNAL4	SIMPLE_OR	INCONSISTENT	unknown	no
RHBDD3	RHBDD3	SIMPLE_AND	INCONSISTENT	unknown	no
TTLL1	TTLL1	SIMPLE_AND	INCONSISTENT	unknown	no
BIK	BIK	COMPLEX	BIVALENT	unknown	no
HMOX1	HMOX1	SIMPLE_AND	INCONSISTENT	unknown	no
ARSA	ARSA	SIMPLE_AND	INCONSISTENT	unknown	no
TSPO	TSPO	SIMPLE_OR	SIMPLE_AND	unknown	no
RASD2	RASD2	BIVALENT	INCONSISTENT	unknown	no
CBX7	CBX7	BIVALENT	INCONSISTENT	chromatin regulator	no
PDGFB	PDGFB	REPRESSED	INCONSISTENT	unknown	yes
ZMAT5	ZMAT5	SIMPLE_AND	INCONSISTENT	unknown	no
RBFOX2	RBFOX2	BIVALENT	SIMPLE_AND	unknown	no
MTMR3	MTMR3	SIMPLE_AND	INCONSISTENT	unknown	no
APOL1	APOL1	SIMPLE_AND	INCONSISTENT	unknown	no
IFT27	IFT27	SIMPLE_AND	INCONSISTENT	unknown	no
KIAA0930	KIAA0930	SIMPLE_AND	INCONSISTENT	unknown	no
KCTD17	KCTD17	SIMPLE_OR	INCONSISTENT	unknown	no
RBX1	RBX1	SIMPLE_AND	INCONSISTENT	unknown	no
CERK	CERK	SIMPLE_AND	SIMPLE_OR	unknown	no
BRD1	BRD1	SIMPLE_AND	INCONSISTENT	chromatin regulator	no
MLC1	MLC1	REPRESSED	INCONSISTENT	unknown	no
HDAC10	HDAC10	SIMPLE_AND	INCONSISTENT	chromatin regulator	no
ABHD4	ABHD4	SIMPLE_AND	INCONSISTENT	unknown	no
KHNYN	KHNYN	SIMPLE_AND	INCONSISTENT	unknown	no
FKBP3	FKBP3	SIMPLE_AND	INCONSISTENT	unknown	no
SDR39U1	SDR39U1	SIMPLE_AND	INCONSISTENT	unknown	no
COCH	COCH	SIMPLE_OR	SIMPLE_AND	unknown	no
AP4S1	AP4S1	SIMPLE_AND	INCONSISTENT	unknown	no
VCPKMT	VCPKMT	SIMPLE_AND	INCONSISTENT	unknown	no
SOS2	SOS2	SIMPLE_AND	INCONSISTENT	unknown	no
NIN	NIN	SIMPLE_AND	INCONSISTENT	unknown	yes
PYGL	PYGL	BIVALENT	INCONSISTENT	unknown	no
DDHD1	DDHD1	SIMPLE_AND	INCONSISTENT	unknown	no
CGRRF1	CGRRF1	SIMPLE_AND	INCONSISTENT	unknown	no
GSTZ1	GSTZ1	SIMPLE_AND	INCONSISTENT	unknown	no
DAAM1	DAAM1	SIMPLE_AND	INCONSISTENT	unknown	no
RIN3	RIN3	BIVALENT	INCONSISTENT	unknown	no
LGMN	LGMN	COMPLEX	INCONSISTENT	unknown	no
ALKBH1	ALKBH1	SIMPLE_AND	INCONSISTENT	unknown	no
SIX4	SIX4	BIVALENT	INCONSISTENT	transcription factor	no
GALNT16	GALNT16	REPRESSED	BIVALENT	unknown	no
ASB2	ASB2	SIMPLE_AND	REPRESSED	unknown	no
SUSD6	SUSD6	SIMPLE_AND	INCONSISTENT	unknown	no
TCL1A	TCL1A	INCONSISTENT	REPRESSED	unknown	yes
PCNX1	PCNX1	SIMPLE_AND	INCONSISTENT	unknown	no
RPS6KA5	RPS6KA5	SIMPLE_AND	INCONSISTENT	unknown	no
EFS	EFS	REPRESSED	INCONSISTENT	unknown	no
ARHGAP5	ARHGAP5	COMPLEX	SIMPLE_AND	unknown	yes
EMC9	EMC9	SIMPLE_AND	INCONSISTENT	unknown	no
BRMS1L	BRMS1L	SIMPLE_AND	INCONSISTENT	unknown	no
TM9SF1	TM9SF1	SIMPLE_AND	INCONSISTENT	unknown	no
SEC23A	SEC23A	COMPLEX	SIMPLE_OR	unknown	no
PNN	PNN	SIMPLE_AND	INCONSISTENT	unknown	no
NFATC4	NFATC4	SIMPLE_AND	INCONSISTENT	transcription factor	no
MMP9	MMP9	INCONSISTENT	REPRESSED	unknown	no
PYGB	PYGB	SIMPLE_AND	INCONSISTENT	unknown	no
ABHD12	ABHD12	SIMPLE_AND	INCONSISTENT	unknown	no
CD40	CD40	SIMPLE_AND	BIVALENT	unknown	no
IFT52	IFT52	COMPLEX	INCONSISTENT	unknown	no
NFATC2	NFATC2	REPRESSED	BIVALENT	transcription factor	yes
PABPC1L	PABPC1L	SIMPLE_AND	INCONSISTENT	unknown	no
HRH3	HRH3	REPRESSED	BIVALENT	unknown	no
TCFL5	TCFL5	BIVALENT	INCONSISTENT	unknown	no
EEF1A2	EEF1A2	REPRESSED	SIMPLE_OR	unknown	no
GMEB2	GMEB2	SIMPLE_AND	INCONSISTENT	unknown	no
RNF24	RNF24	SIMPLE_OR	SIMPLE_AND	unknown	no
RASSF2	RASSF2	SIMPLE_AND	BIVALENT	unknown	no
CDS2	CDS2	SIMPLE_AND	INCONSISTENT	unknown	no
SNPH	SNPH	BIVALENT	INCONSISTENT	unknown	no
HCK	HCK	BIVALENT	REPRESSED	kinase/signaling	no
KIF3B	KIF3B	COMPLEX	INCONSISTENT	unknown	no
MROH8	MROH8	SIMPLE_AND	INCONSISTENT	unknown	no
MANBAL	MANBAL	SIMPLE_AND	INCONSISTENT	unknown	no
JAG1	JAG1	BIVALENT	INCONSISTENT	unknown	no
SNTA1	SNTA1	INCONSISTENT	SIMPLE_AND	unknown	no
E2F1	E2F1	SIMPLE_AND	INCONSISTENT	transcription factor	no
PXMP4	PXMP4	SIMPLE_AND	INCONSISTENT	unknown	no
AHCY	AHCY	REPRESSED	SIMPLE_OR	unknown	no
PPP1R16B	PPP1R16B	SIMPLE_AND	INCONSISTENT	unknown	no
APMAP	APMAP	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF516	ZNF516	SIMPLE_AND	INCONSISTENT	transcription factor	no
RBFA	RBFA	SIMPLE_AND	INCONSISTENT	unknown	no
METTL4	METTL4	SIMPLE_AND	INCONSISTENT	unknown	no
SMAD7	SMAD7	SIMPLE_AND	INCONSISTENT	unknown	no
LIPG	LIPG	REPRESSED	BIVALENT	unknown	no
RNF125	RNF125	INCONSISTENT	BIVALENT	unknown	no
POLI	POLI	SIMPLE_AND	INCONSISTENT	unknown	no
MIB1	MIB1	SIMPLE_AND	COMPLEX	unknown	no
ATG4A	ATG4A	SIMPLE_AND	INCONSISTENT	unknown	no
STS	STS	SIMPLE_AND	INCONSISTENT	unknown	no
NKAP	NKAP	SIMPLE_AND	INCONSISTENT	unknown	no
NXT2	NXT2	COMPLEX	INCONSISTENT	unknown	no
MCTS2	MCTS2	SIMPLE_AND	INCONSISTENT	unknown	no
MOSPD1	MOSPD1	SIMPLE_AND	INCONSISTENT	unknown	no
SRPX	SRPX	REPRESSED	INCONSISTENT	unknown	no
XIAP	XIAP	COMPLEX	SIMPLE_AND	unknown	no
ABCD1	ABCD1	SIMPLE_AND	INCONSISTENT	unknown	no
RENBP	RENBP	SIMPLE_OR	SIMPLE_AND	unknown	no
SMARCA1	SMARCA1	SIMPLE_OR	INCONSISTENT	chromatin regulator	no
MTMR8	MTMR8	SIMPLE_OR	INCONSISTENT	unknown	no
SLC25A14	SLC25A14	SIMPLE_AND	INCONSISTENT	metabolic	no
SCML2	SCML2	BIVALENT	SIMPLE_AND	unknown	no
PQBP1	PQBP1	SIMPLE_OR	SIMPLE_AND	unknown	no
TAFAZZIN	TAFAZZIN	SIMPLE_AND	INCONSISTENT	unknown	no
CD99L2	CD99L2	SIMPLE_AND	INCONSISTENT	unknown	no
RP2	RP2	SIMPLE_AND	INCONSISTENT	unknown	no
JADE3	JADE3	BIVALENT	INCONSISTENT	unknown	no
HTATSF1	HTATSF1	SIMPLE_AND	INCONSISTENT	unknown	no
PIN4	PIN4	SIMPLE_AND	INCONSISTENT	unknown	no
PORCN	PORCN	SIMPLE_AND	INCONSISTENT	unknown	no
MAGED2	MAGED2	SIMPLE_AND	INCONSISTENT	unknown	no
SYTL4	SYTL4	REPRESSED	BIVALENT	unknown	no
PBDC1	PBDC1	SIMPLE_AND	INCONSISTENT	unknown	no
ARMCX3	ARMCX3	SIMPLE_AND	INCONSISTENT	unknown	no
BEX4	BEX4	INCONSISTENT	SIMPLE_AND	unknown	no
NDFIP2	NDFIP2	SIMPLE_OR	SIMPLE_AND	unknown	no
FNDC3A	FNDC3A	COMPLEX	SIMPLE_AND	unknown	no
CDADC1	CDADC1	SIMPLE_AND	INCONSISTENT	unknown	no
CAB39L	CAB39L	SIMPLE_AND	INCONSISTENT	unknown	no
ACP5	ACP5	SIMPLE_AND	INCONSISTENT	unknown	no
UGGT2	UGGT2	SIMPLE_AND	INCONSISTENT	unknown	no
FGF9	FGF9	BIVALENT	INCONSISTENT	unknown	no
MRPS31	MRPS31	SIMPLE_AND	INCONSISTENT	unknown	no
DGKH	DGKH	SIMPLE_AND	INCONSISTENT	unknown	no
KATNAL1	KATNAL1	SIMPLE_AND	INCONSISTENT	unknown	no
DHRS12	DHRS12	SIMPLE_AND	INCONSISTENT	unknown	no
CLN5	CLN5	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF629	ZNF629	SIMPLE_OR	INCONSISTENT	transcription factor	no
TRADD	TRADD	SIMPLE_AND	INCONSISTENT	unknown	no
HSF4	HSF4	BIVALENT	INCONSISTENT	unknown	no
CORO1A	CORO1A	SIMPLE_AND	INCONSISTENT	unknown	no
CBLN1	CBLN1	REPRESSED	INCONSISTENT	unknown	no
PLLP	PLLP	BIVALENT	INCONSISTENT	unknown	no
ZNF821	ZNF821	SIMPLE_AND	INCONSISTENT	transcription factor	no
MMP15	MMP15	BIVALENT	SIMPLE_AND	unknown	no
NDRG4	NDRG4	REPRESSED	BIVALENT	unknown	no
SETD6	SETD6	SIMPLE_AND	INCONSISTENT	chromatin regulator	no
SLC38A7	SLC38A7	SIMPLE_AND	INCONSISTENT	metabolic	no
HAS3	HAS3	BIVALENT	INCONSISTENT	unknown	no
SLC7A6OS	SLC7A6OS	SIMPLE_AND	INCONSISTENT	unknown	no
PLA2G15	PLA2G15	SIMPLE_OR	INCONSISTENT	unknown	no
ESRP2	ESRP2	INCONSISTENT	REPRESSED	unknown	no
WDR59	WDR59	SIMPLE_OR	SIMPLE_AND	unknown	no
