gene_id	gene_name	GM12878_gate_type	K562_gate_type	switch_category
ENSG00000130204	TOMM40	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130208	APOC1	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000130222	GADD45G	BIVALENT	INCONSISTENT	complex->complex
ENSG00000130227	XPO7	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130244	FAM98C	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130254	SAFB2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130270	ATP8B3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130283	GDF1	REPRESSED	INCONSISTENT	complex->complex
ENSG00000130299	GTPBP3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130303	BST2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130304	SLC27A1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130305	NSUN5	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130307	USHBP1	INCONSISTENT	INCONSISTENT	no change
ENSG00000130309	COLGALT1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130311	DDA1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130312	MRPL34	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130313	PGLS	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130332	LSM7	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130338	TULP4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130347	RTN4IP1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130348	QRSL1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130349	MTRES1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130363	RSPH3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130382	MLLT1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130396	AFDN	BIVALENT	SIMPLE_AND	complex->simple
ENSG00000130402	ACTN4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130413	STK33	SIMPLE_AND	REPRESSED	simple->complex
ENSG00000130414	NDUFA10	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130429	ARPC1B	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130449	ZSWIM6	BIVALENT	BIVALENT	no change
ENSG00000130475	FCHO1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130477	UNC13A	REPRESSED	INCONSISTENT	complex->complex
ENSG00000130479	MAP1S	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130511	SSBP4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130513	GDF15	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130517	PGPEP1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130520	LSM4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130522	JUND	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130544	ZNF557	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130559	CAMSAP1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130560	UBAC1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130584	ZBTB46	BIVALENT	BIVALENT	no change
ENSG00000130589	HELZ2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130590	SAMD10	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130638	ATXN10	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130640	TUBGCP2	REPRESSED	SIMPLE_OR	complex->simple
ENSG00000130643	CALY	COMPLEX	INCONSISTENT	complex->complex
ENSG00000130649	CYP2E1	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000130653	PNPLA7	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130669	PAK4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130675	MNX1	BIVALENT	BIVALENT	no change
ENSG00000130684	ZNF337	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130695	CEP85	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130699	TAF4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130702	LAMA5	BIVALENT	SIMPLE_AND	complex->simple
ENSG00000130706	ADRM1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130711	PRDM12	REPRESSED	REPRESSED	no change
ENSG00000130713	EXOSC2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130714	POMT1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130717	UCK1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130720	FIBCD1	BIVALENT	BIVALENT	no change
ENSG00000130724	CHMP2A	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130725	UBE2M	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130726	TRIM28	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130731	METTL26	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130733	YIPF2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130734	ATG4D	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130741	EIF2S3	SIMPLE_AND	SIMPLE_OR	SIMPLE_AND->SIMPLE_OR
ENSG00000130748	TMEM160	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000130749	ZC3H4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130751	NPAS1	BIVALENT	INCONSISTENT	complex->complex
ENSG00000130755	GMFG	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130758	MAP3K10	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130764	LRRC47	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130766	SESN2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130768	SMPDL3B	INCONSISTENT	INCONSISTENT	no change
ENSG00000130770	ATP5IF1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130772	MED18	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130775	THEMIS2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130779	CLIP1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130787	HIP1R	BIVALENT	INCONSISTENT	complex->complex
ENSG00000130803	ZNF317	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130810	PPAN	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130811	EIF3G	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130812	ANGPTL6	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130813	SHFL	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130816	DNMT1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130818	ZNF426	COMPLEX	SIMPLE_AND	complex->simple
ENSG00000130826	DKC1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130827	PLXNA3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130829	DUSP9	REPRESSED	INCONSISTENT	complex->complex
ENSG00000130830	MPP1	SIMPLE_OR	SIMPLE_AND	SIMPLE_OR->SIMPLE_AND
ENSG00000130844	ZNF331	COMPLEX	INCONSISTENT	complex->complex
ENSG00000130856	ZNF236	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130881	LRP3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130921	MTRFR	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130935	NOL11	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130939	UBE4B	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130940	CASZ1	BIVALENT	BIVALENT	no change
ENSG00000130956	HABP4	BIVALENT	BIVALENT	no change
ENSG00000130958	SLC35D2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000130985	UBA1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000130997	POLN	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131013	PPIL4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131015	ULBP2	BIVALENT	INCONSISTENT	complex->complex
ENSG00000131016	AKAP12	REPRESSED	BIVALENT	complex->complex
ENSG00000131019	ULBP3	BIVALENT	INCONSISTENT	complex->complex
ENSG00000131023	LATS1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131043	AAR2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131044	TTLL9	BIVALENT	BIVALENT	no change
ENSG00000131051	RBM39	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131061	ZNF341	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131067	GGT7	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000131069	ACSS2	SIMPLE_OR	SIMPLE_AND	SIMPLE_OR->SIMPLE_AND
ENSG00000131094	C1QL1	BIVALENT	BIVALENT	no change
ENSG00000131096	PYY	BIVALENT	INCONSISTENT	complex->complex
ENSG00000131100	ATP6V1E1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131115	ZNF227	COMPLEX	INCONSISTENT	complex->complex
ENSG00000131116	ZNF428	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131142	CCL25	INCONSISTENT	INCONSISTENT	no change
ENSG00000131143	COX4I1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131148	EMC8	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131149	GSE1	REPRESSED	SIMPLE_AND	complex->simple
ENSG00000131153	GINS2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131165	CHMP1A	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131171	SH3BGRL	COMPLEX	SIMPLE_AND	complex->simple
ENSG00000131174	COX7B	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131183	SLC34A1	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000131188	PRR7	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131196	NFATC1	BIVALENT	INCONSISTENT	complex->complex
ENSG00000131236	CAP1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131238	PPT1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131242	RAB11FIP4	REPRESSED	SIMPLE_OR	complex->simple
ENSG00000131263	RLIM	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131269	ABCB7	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131323	TRAF3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131351	HAUS8	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131355	ADGRE3	INCONSISTENT	INCONSISTENT	no change
ENSG00000131368	MRPS25	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131373	HACL1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131375	CAPN7	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131378	RFTN1	SIMPLE_AND	BIVALENT	simple->complex
ENSG00000131381	RBSN	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131389	SLC6A6	BIVALENT	SIMPLE_AND	complex->simple
ENSG00000131398	KCNC3	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000131400	NAPSA	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131408	NR1H2	BIVALENT	SIMPLE_AND	complex->simple
ENSG00000131435	PDLIM4	REPRESSED	SIMPLE_AND	complex->simple
ENSG00000131437	KIF3A	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131459	GFPT2	REPRESSED	INCONSISTENT	complex->complex
ENSG00000131462	TUBG1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131467	PSME3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131469	RPL27	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131470	PSMC3IP	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131473	ACLY	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131475	VPS25	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131495	NDUFA2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131503	ANKHD1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131504	DIAPH1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131507	NDFIP1	BIVALENT	SIMPLE_AND	complex->simple
ENSG00000131558	EXOC4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131584	ACAP3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131591	C1orf159	SIMPLE_OR	BIVALENT	simple->complex
ENSG00000131620	ANO1	REPRESSED	INCONSISTENT	complex->complex
ENSG00000131626	PPFIA1	SIMPLE_AND	BIVALENT	simple->complex
ENSG00000131650	KREMEN2	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000131652	THOC6	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131653	TRAF7	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131669	NINJ1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131697	NPHP4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131711	MAP1B	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000131724	IL13RA1	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000131725	WDR44	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131732	ZCCHC9	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131747	TOP2A	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131748	STARD3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131759	RARA	SIMPLE_OR	SIMPLE_OR	no change
ENSG00000131773	KHDRBS3	BIVALENT	BIVALENT	no change
ENSG00000131778	CHD1L	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131779	PEX11B	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131781	FMO5	INCONSISTENT	INCONSISTENT	no change
ENSG00000131788	PIAS3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131791	PRKAB2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131797	CLUHP3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131828	PDHA1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131845	ZNF304	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131848	ZSCAN5A	COMPLEX	INCONSISTENT	complex->complex
ENSG00000131871	SELENOS	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131873	CHSY1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131876	SNRPA1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131899	LLGL1	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000131931	THAP1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131941	RHPN2	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000131943	C19orf12	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131944	FAAP24	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000131951	LRRC9	BIVALENT	INCONSISTENT	complex->complex
ENSG00000131966	ACTR10	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000131979	GCH1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132000	PODNL1	INCONSISTENT	INCONSISTENT	no change
ENSG00000132003	ZSWIM4	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132004	FBXW9	COMPLEX	INCONSISTENT	complex->complex
ENSG00000132005	RFX1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132010	ZNF20	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132016	BRME1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132017	DCAF15	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132024	CC2D1A	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132026	RTBDN	BIVALENT	INCONSISTENT	complex->complex
ENSG00000132031	MATN3	BIVALENT	BIVALENT	no change
ENSG00000132109	TRIM21	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132122	SPATA6	INCONSISTENT	INCONSISTENT	no change
ENSG00000132128	LRRC41	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132141	CCT6B	INCONSISTENT	INCONSISTENT	no change
ENSG00000132153	DHX30	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132155	RAF1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132170	PPARG	BIVALENT	REPRESSED	complex->complex
ENSG00000132182	NUP210	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132185	FCRLA	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132196	HSD17B7	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132199	ENOSF1	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000132205	EMILIN2	BIVALENT	BIVALENT	no change
ENSG00000132254	ARFIP2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132259	CNGA4	INCONSISTENT	INCONSISTENT	no change
ENSG00000132275	RRP8	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132286	TIMM10B	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132294	EFR3A	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132300	PTCD3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132305	IMMT	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132313	MRPL35	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132323	ILKAP	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132326	PER2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132329	RAMP1	REPRESSED	INCONSISTENT	complex->complex
ENSG00000132330	SCLY	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132341	RAN	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132356	PRKAA1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132357	CARD6	INCONSISTENT	INCONSISTENT	no change
ENSG00000132361	CLUH	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132376	INPP5K	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132382	MYBBP1A	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132383	RPA1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132388	UBE2G1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132394	EEFSEC	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132405	TBC1D14	BIVALENT	SIMPLE_AND	complex->simple
ENSG00000132406	TMEM128	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132423	COQ3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132424	PNISR	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132429	POPDC3	REPRESSED	INCONSISTENT	complex->complex
ENSG00000132432	SEC61G	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132434	LANCL2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132463	GRSF1	COMPLEX	SIMPLE_AND	complex->simple
ENSG00000132466	ANKRD17	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132467	UTP3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132470	ITGB4	INCONSISTENT	BIVALENT	complex->complex
ENSG00000132471	WBP2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132475	H3-3B	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132478	UNK	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132481	TRIM47	BIVALENT	INCONSISTENT	complex->complex
ENSG00000132485	ZRANB2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132507	EIF5A	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132510	KDM6B	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132522	GPS2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132530	XAF1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132535	DLG4	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132541	RIDA	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000132549	VPS13B	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132561	MATN2	REPRESSED	BIVALENT	complex->complex
ENSG00000132563	REEP2	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000132570	PCBD2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132581	SDF2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132589	FLOT2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132591	ERAL1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132600	PRMT7	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132603	NIP7	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132612	VPS4A	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132635	PCED1A	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132640	BTBD3	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000132646	PCNA	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132661	NXT1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132664	POLR3F	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132669	RIN2	REPRESSED	REPRESSED	no change
ENSG00000132670	PTPRA	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132676	DAP3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132677	RHBG	REPRESSED	REPRESSED	no change
ENSG00000132680	KHDC4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132688	NES	REPRESSED	INCONSISTENT	complex->complex
ENSG00000132694	ARHGEF11	BIVALENT	INCONSISTENT	complex->complex
ENSG00000132716	DCAF8	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132718	SYT11	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132740	IGHMBP2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132744	ACY3	INCONSISTENT	INCONSISTENT	no change
ENSG00000132749	TESMIN	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000132763	MMACHC	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132768	DPH2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132773	TOE1	SIMPLE_AND	COMPLEX	simple->complex
ENSG00000132780	NASP	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132781	MUTYH	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132792	CTNNBL1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132801	ZSWIM3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132819	RBM38	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132821	VSTM2L	INCONSISTENT	INCONSISTENT	no change
ENSG00000132823	OSER1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132824	SERINC3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132825	PPP1R3D	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132837	DMGDH	INCONSISTENT	INCONSISTENT	no change
ENSG00000132842	AP3B1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132854	KANK4	REPRESSED	REPRESSED	no change
ENSG00000132879	FBXO44	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000132881	CPLANE2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132906	CASP9	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132912	DCTN4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132932	ATP8A2	REPRESSED	INCONSISTENT	complex->complex
ENSG00000132938	MTUS2	REPRESSED	INCONSISTENT	complex->complex
ENSG00000132950	ZMYM5	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132952	USPL1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000132953	XPO4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132963	POMP	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132964	CDK8	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000132970	WASF3	REPRESSED	INCONSISTENT	complex->complex
ENSG00000133026	MYH10	SIMPLE_OR	SIMPLE_AND	SIMPLE_OR->SIMPLE_AND
ENSG00000133027	PEMT	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133028	SCO1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133030	MPRIP	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133056	PIK3C2B	SIMPLE_AND	BIVALENT	simple->complex
ENSG00000133059	DSTYK	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000133063	CHIT1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000133065	SLC41A1	BIVALENT	SIMPLE_AND	complex->simple
ENSG00000133069	TMCC2	BIVALENT	INCONSISTENT	complex->complex
ENSG00000133101	CCNA1	BIVALENT	INCONSISTENT	complex->complex
ENSG00000133103	COG6	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000133111	RFXAP	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000133112	TPT1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133114	GPALPP1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133119	RFC3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133134	BEX2	INCONSISTENT	INCONSISTENT	no change
ENSG00000133138	TBC1D8B	SIMPLE_OR	INCONSISTENT	simple->complex
ENSG00000133195	SLC39A11	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133216	EPHB2	COMPLEX	BIVALENT	complex->complex
ENSG00000133243	BTBD2	REPRESSED	COMPLEX	complex->complex
ENSG00000133247	KMT5C	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133250	ZNF414	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133265	HSPBP1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133275	CSNK1G2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133302	SLF1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133313	CNDP2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133315	MACROD1	SIMPLE_AND	COMPLEX	simple->complex
ENSG00000133316	WDR74	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133318	RTN3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133392	MYH11	REPRESSED	REPRESSED	no change
ENSG00000133393	CEP20	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133398	MED10	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133401	PDZD2	INCONSISTENT	INCONSISTENT	no change
ENSG00000133422	MORC2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133460	SLC2A11	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000133466	C1QTNF6	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000133519	ZDHHC8BP	INCONSISTENT	INCONSISTENT	no change
ENSG00000133574	GIMAP4	INCONSISTENT	REPRESSED	complex->complex
ENSG00000133597	ADCK2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133606	MKRN1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133612	AGAP3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133619	KRBA1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000133624	ZNF767P	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000133627	ACTR3B	COMPLEX	SIMPLE_AND	complex->simple
ENSG00000133639	BTG1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133641	C12orf29	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000133661	SFTPD	REPRESSED	REPRESSED	no change
ENSG00000133678	TMEM254	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000133703	KRAS	SIMPLE_AND	SIMPLE_AND	no change
